Id,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
3092,2,2,500000,4,2,3.3,3141,1,1,0,73.0,1980,26,145.0002,5,14887
3254,3,0,679500,1,222,12.6,3020,1,1,351,125.0,2002,3,144.8392,6,3755
2015,2,1,707500,1,106,5.6,3101,1,1,124,86.0,1992,2,145.0321,5,10331
1745,3,0,1300000,1,135,4.6,3122,2,1,341,155.0,1938,2,145.0425,5,11308
3892,4,0,837000,1,222,8.2,3012,2,3,390,149.0,1950,16,144.8639,6,5058
3897,2,0,415000,1,222,8.2,3012,1,1,80,64.0,1980,16,144.8674,6,5058
933,2,2,360000,4,82,11.4,3163,1,1,0,70.0,1970,8,145.0555,5,7822
4378,3,0,605000,1,127,11.2,3073,1,2,371,112.0,1950,6,145.0193,2,21650
1985,3,1,800000,1,117,5.6,3101,2,2,848,97.0,1970,2,145.0324,5,10331
1998,2,0,1331000,1,155,5.6,3101,1,1,424,89.0,1940,2,145.0418,5,10331
3027,3,0,2633000,1,135,2.1,3205,1,0,276,119.0,1900,25,144.9489,5,5943
3765,5,0,3500000,4,106,7.5,3123,2,2,1250,360.0,2000,2,145.0524,5,6482
5257,3,2,1135000,1,140,16.7,3150,2,2,328,152.0,1980,20,145.15081,0,15321
653,3,0,1710000,1,260,10.7,3187,3,2,435,228.0,1915,1,145.0113,5,6938
4411,2,0,1301000,1,252,6.1,3182,1,1,165,97.0,1910,25,144.9774,5,13240
5771,2,2,395000,1,222,5.1,3011,1,1,0,73.0,1970,16,144.88825,6,7570
3990,3,0,575000,1,155,14.5,3042,1,1,338,107.0,1960,3,144.8545,6,1119
1325,4,0,1402000,1,155,8.0,3040,2,1,554,193.0,1940,21,144.8937,6,9264
2931,3,0,1365000,1,155,2.6,3121,1,1,301,110.0,1935,31,145.0055,2,14949
3240,2,2,425500,3,16,12.6,3020,1,0,153,72.0,1970,3,144.8439,6,3755
55,2,0,2120000,1,85,3.3,3206,1,1,199,107.0,1900,25,144.9554,5,3280
6647,4,0,1911000,1,32,16.0,3190,3,2,616,302.0,2005,-1,145.02753,5,4794
6148,4,0,1515000,1,106,5.3,3070,1,2,318,161.0,1920,6,144.99884,2,11364
6138,4,0,1400000,0,94,6.2,3039,2,1,375,200.0,1930,21,144.93249,6,6232
6614,4,0,1300000,0,130,10.8,3105,2,3,650,120.0,1960,-1,145.09843999999998,0,4480
1919,4,0,770000,1,155,12.8,3033,2,2,546,174.0,1970,21,144.8536,6,5629
4326,4,0,1615000,1,255,14.0,3166,2,2,537,199.0,1920,20,145.096,5,3224
3761,2,2,400000,4,161,7.5,3123,1,1,0,60.0,1965,2,145.0548,5,6482
6792,3,0,940000,1,23,18.8,3170,2,3,709,140.0,1958,-1,145.14971,4,7113
1286,1,2,370000,0,94,7.7,3184,1,1,0,51.0,1960,25,144.9849,5,8989
3781,1,2,371000,0,164,7.5,3123,1,0,917,44.0,1970,2,145.0545,5,6482
6170,2,2,570000,4,196,2.7,3141,1,1,0,64.0,1965,26,145.00206,5,14887
616,3,2,1352500,1,260,11.2,3186,2,1,280,110.0,1993,1,144.989,5,10579
2903,2,0,1189000,1,23,2.6,3121,1,0,158,110.0,1900,31,145.0002,2,14949
1857,3,0,785000,1,146,7.9,3079,2,0,399,110.0,1950,0,145.05,0,5549
5536,4,0,1635000,1,16,15.5,3106,3,2,896,215.0,1985,15,145.13799,0,6202
4716,3,0,600000,1,16,14.8,3023,1,3,406,196.0,2005,19,144.74296,6,7719
3609,4,0,1340000,4,239,7.0,3013,2,0,297,175.0,1900,16,144.888,6,6543
5001,4,0,1071888,3,204,11.2,3046,2,4,553,190.0,2001,23,144.90585,2,2651
5699,2,0,615000,3,16,10.5,3020,1,0,418,94.0,1940,3,144.83206,6,3755
4167,3,0,1000000,0,196,12.4,3060,1,2,1069,120.0,1960,23,144.9596,2,5070
5995,3,0,910000,1,179,19.9,3134,2,2,651,162.0,1977,17,145.24268,0,7785
1653,4,0,709000,0,155,13.6,3043,2,2,453,213.0,2007,23,144.8974,6,1071
2957,2,1,1200000,3,106,2.6,3121,2,1,170,89.0,1940,31,144.9931,2,14949
5627,3,0,815000,1,155,16.1,3088,2,2,609,168.0,1980,0,145.09792,2,8524
3963,2,1,1010000,1,260,2.5,3121,1,1,151,151.0,1998,31,144.9914,2,1123
1221,3,0,1625000,1,23,8.5,3185,2,2,447,181.0,1920,8,145.0138,5,4898
5151,4,0,1235000,3,161,17.2,3133,2,4,624,161.0,1960,28,145.19063,0,4181
289,3,2,1070000,2,179,9.7,3103,2,2,206,112.0,1998,2,145.0812,5,5682
5273,3,0,800000,1,16,8.8,3081,1,0,583,92.5,1945,0,145.05228,0,2947
4060,1,2,528000,1,155,5.2,3056,1,1,0,58.0,2010,23,144.9676,2,11918
4267,1,2,365000,3,260,7.4,3144,1,1,0,46.0,1960,26,145.0345,5,4675
2773,3,0,998000,1,155,11.2,3073,2,3,479,153.0,1950,6,144.9968,2,21650
3080,2,2,600000,1,106,3.3,3141,1,2,0,72.0,1970,26,144.9882,5,14887
5813,3,1,935000,3,32,14.3,3189,2,2,280,109.0,1985,12,145.0431,5,2555
6091,2,2,715000,1,46,7.2,3184,1,1,795,80.0,2005,25,144.99202,5,8989
1444,2,0,1222500,1,43,3.5,3068,1,2,487,105.0,1940,23,144.9822,2,6244
4237,2,0,613000,1,16,9.4,3081,1,0,391,74.0,1960,0,145.0398,0,2674
1235,3,0,2345000,1,23,8.5,3185,2,1,419,204.0,1908,8,145.0126,5,4898
238,2,0,1075000,4,106,12.2,3147,1,2,695,114.0,1950,20,145.0944,5,2894
2965,2,2,807000,1,106,2.6,3121,2,2,0,106.0,2000,31,145.0139,2,14949
4006,2,2,480000,4,260,6.3,3143,1,1,0,66.23,1960,26,145.0223,5,4836
1799,4,0,1086000,1,146,10.5,3081,2,2,724,161.0,1960,0,145.0582,0,2947
2650,1,2,500500,1,23,4.5,3181,1,1,0,64.0,1945,26,145.0027,5,7717
2371,3,0,900000,3,85,8.4,3015,2,2,360,168.0,2013,10,144.8814,6,5498
3947,2,0,750000,0,255,14.0,3166,2,2,607,138.0,1950,20,145.0977,5,3224
3931,3,0,840000,1,16,13.9,3020,1,0,697,153.0,1920,3,144.8228,6,2185
3860,4,0,2250000,0,135,11.8,3204,1,2,903,235.0,1985,8,145.0263,5,3578
1901,3,0,757000,1,155,12.8,3033,2,1,532,140.0,1960,21,144.8644,6,5629
2566,4,0,1350000,0,155,9.9,3044,2,2,646,287.0,1995,23,144.9383,2,7485
1924,4,0,735000,3,155,12.8,3033,2,2,547,184.0,2000,21,144.8554,6,5629
5525,2,0,802000,1,140,6.2,3015,1,1,174,100.6,1900,10,144.88742,6,1223
35,3,0,895000,0,204,13.5,3042,1,6,1063,133.0,1975,21,144.8728,6,3464
5211,4,0,1040000,1,32,16.7,3168,2,2,735,130.0,1970,20,145.13222,4,5837
3421,2,2,432500,1,16,6.5,3071,1,1,748,56.0,1965,6,145.0064,2,8870
2389,4,0,2920000,1,155,2.3,3051,3,4,310,276.0,1880,18,144.944,2,6821
849,3,0,1650000,1,135,7.8,3124,2,2,305,189.0,1998,2,145.0802,5,8920
2376,2,2,660000,1,16,11.2,3042,2,1,217,113.0,2006,21,144.8868,6,2291
4661,4,0,600000,0,147,20.5,3752,2,2,505,222.0,2009,29,145.0948,2,7969
3642,1,0,1720000,0,155,9.1,3040,2,1,676,136.0,1965,21,144.898,6,1543
5608,2,2,520000,1,23,7.2,3184,1,1,3256,74.0,1970,25,144.98833,5,8989
600,2,2,858000,1,135,11.2,3186,1,1,107,75.0,1950,1,144.9982,5,10579
43,3,0,810000,0,16,13.5,3042,3,2,555,192.0,1980,21,144.8694,6,3464
1815,4,0,1000500,1,146,10.5,3081,2,1,592,191.0,1950,0,145.0477,0,2947
3144,2,2,575000,3,260,6.1,3182,1,1,0,75.0,1970,25,144.9825,5,13240
6626,5,0,1180000,1,16,23.0,3136,3,3,857,285.0,2012,-1,145.26956,0,11925
3068,1,2,380000,1,260,3.3,3141,1,1,0,41.0,1980,26,144.991,5,14887
1280,4,0,2400000,0,135,7.7,3184,2,2,560,185.0,1920,25,144.9913,5,8989
4763,3,0,680000,1,16,20.4,3059,2,1,650,204.0,1990,11,144.8846,2,4864
2608,4,0,1820000,1,135,3.8,3207,2,1,212,158.0,1900,18,144.9412,5,8648
2182,2,2,780000,3,79,2.8,3000,2,1,0,85.0,1997,18,144.9691,2,17496
1292,1,2,347000,1,82,7.7,3184,1,1,0,37.0,1970,25,144.9903,5,8989
742,3,0,1020000,3,106,5.2,3056,1,3,308,119.0,1943,23,144.9641,2,11918
6641,3,0,785000,1,60,16.1,3088,1,2,840,137.0,1960,-1,145.11245,2,8524
6463,3,0,380000,1,194,20.6,3064,1,1,372,92.0,2000,-1,144.93701000000001,2,5833
2424,3,0,1382500,2,155,5.5,3070,2,2,286,188.0,2007,6,145.0054,2,11364
6384,4,0,1100000,1,196,13.4,3130,3,2,592,168.0,2017,-1,145.13419,0,4387
3625,3,0,670000,0,23,7.0,3013,1,1,463,119.0,1950,16,144.8636,6,6543
6408,3,0,858000,1,193,23.0,3136,1,2,857,139.0,1960,-1,145.29711,0,11925
6548,4,0,931000,1,155,12.9,3043,2,2,462,212.0,2008,-1,144.89941000000002,6,1071
894,5,0,2900000,0,106,9.0,3126,2,2,795,297.0,1910,2,145.0668,5,3265
1131,5,0,1172000,1,196,9.2,3058,3,2,425,37.0,2014,23,144.9816,2,3445
2430,4,0,1700000,0,260,5.5,3070,2,1,415,218.0,1900,6,144.9948,2,11364
399,4,0,1328000,1,260,13.0,3204,2,2,610,112.0,1940,8,145.0472,5,6795
5170,2,2,830000,1,73,7.9,3103,2,1,0,101.76,2007,2,145.07506,5,5682
1902,3,0,690000,1,90,12.8,3033,2,2,568,148.0,1970,21,144.8526,6,5629
670,2,0,1026000,1,155,5.2,3056,1,0,225,108.0,1905,23,144.9665,2,11918
1778,2,2,665000,1,106,4.6,3122,1,3,0,70.0,1965,2,145.0194,5,11308
627,5,0,1400000,4,32,10.7,3187,3,4,824,235.0,1930,1,145.0245,5,6938
822,3,2,1022500,1,196,11.7,3125,2,2,265,130.0,2000,28,145.1056,5,5678
303,3,0,905000,1,111,9.7,3103,1,2,281,150.0,1995,2,145.0652,5,5682
2066,2,1,600000,1,104,9.2,3012,2,1,145,112.0,2012,16,144.869,6,3873
817,3,0,990000,0,16,11.8,3105,1,2,602,175.0,1975,15,145.0988,0,4480
5460,1,2,455000,1,106,5.3,3122,1,1,0,49.0,1960,2,145.03972,5,11308
6169,2,0,980000,4,135,1.9,3205,1,0,64,112.0,2000,25,144.95463999999998,5,5943
5490,3,0,592000,1,90,17.9,3082,1,1,622,128.0,1992,29,145.06301000000002,2,10529
1299,2,2,687500,1,135,7.7,3184,1,1,0,69.0,1930,25,144.9899,5,8989
6473,5,0,1930000,1,106,15.5,3106,3,2,807,377.0,2000,-1,145.15283,0,6202
753,2,0,945000,1,106,5.2,3056,1,2,246,103.0,1910,23,144.9536,2,11918
1891,4,0,560000,3,28,15.0,3021,2,2,612,155.0,1980,3,144.8264,6,1202
4535,2,1,742500,1,32,14.6,3189,1,1,179,101.0,2001,12,145.0473,5,2555
1065,2,0,903000,1,155,7.8,3058,1,1,253,94.0,1910,23,144.9521,2,11204
2810,2,1,530000,1,155,11.2,3073,1,1,0,106.0,2007,6,145.0047,2,21650
862,2,2,435000,3,117,7.8,3124,1,1,896,77.0,1960,2,145.0958,5,8920
4464,4,0,2075000,3,85,8.0,3016,3,2,324,229.0,2009,10,144.8884,6,6380
2697,4,0,810000,1,196,8.8,3072,2,2,1034,151.0,1950,0,144.9851,2,14577
5585,3,0,552500,1,163,34.9,3201,2,2,779,147.0,1988,7,145.18248,4,8060
3477,3,0,740000,1,29,14.9,3087,1,1,591,104.0,1960,0,145.0783,2,2329
3828,2,2,440000,1,260,7.8,3012,1,1,117,74.0,2008,16,144.8775,6,1808
2932,2,0,1045000,1,23,2.6,3121,1,2,200,90.0,1900,31,145.0029,2,14949
421,4,0,1430000,1,260,13.0,3204,2,2,611,168.0,1970,8,145.0481,5,6795
6568,3,0,756000,1,73,16.2,3094,1,2,204,102.0,2000,-1,145.12171999999998,0,3891
3462,4,0,1005000,1,60,13.8,3084,2,1,696,183.0,1950,0,145.0875,0,2698
5630,2,0,1857000,1,106,5.3,3122,1,1,230,116.65,1890,2,145.02295,5,11308
597,5,0,2100000,0,94,11.2,3186,5,2,552,219.0,1920,1,144.997,5,10579
2228,3,0,1055000,1,155,6.9,3039,2,2,0,189.0,2009,21,144.9054,6,6232
31,6,0,725000,3,16,13.5,3042,3,2,976,186.0,1980,21,144.8735,6,3464
5270,1,2,441000,1,106,6.2,3123,1,0,0,50.0,1960,2,145.05428,5,6482
759,3,0,955000,1,260,5.9,3055,1,0,220,93.0,1930,23,144.9494,2,7082
4873,3,0,467000,1,260,14.7,3030,2,1,268,137.0,2008,30,144.66679,6,16166
113,4,0,875000,3,104,11.1,3025,1,4,559,169.0,1965,10,144.8529,6,5132
5255,3,1,1501000,1,260,7.3,3146,2,2,313,160.0,1995,2,145.06473,5,10412
4418,5,0,910000,3,28,9.7,3041,2,2,533,204.0,1965,21,144.9044,6,3284
6363,3,0,770000,1,260,35.4,3198,1,1,591,130.0,1963,-1,145.13128999999998,4,8077
3616,3,0,955000,1,239,7.0,3013,2,2,206,173.0,2006,16,144.8965,6,6543
2701,2,0,722000,1,155,8.8,3072,1,1,400,88.0,1955,6,144.9852,2,14577
3196,2,0,1365000,1,249,6.1,3182,1,1,361,123.0,1910,25,144.98,5,13240
5398,2,2,515000,3,260,6.4,3012,1,2,159,140.0,2012,10,144.8447,6,962
3845,3,0,1370000,1,255,12.1,3163,2,2,834,168.0,1954,8,145.0736,5,4442
2534,4,0,1196000,1,155,9.9,3044,2,2,559,281.0,1997,23,144.9347,2,7485
1849,4,0,1167500,1,32,13.0,3166,2,1,678,184.0,1950,20,145.0815,5,3145
566,2,2,536000,3,94,11.2,3186,1,2,0,70.0,1970,1,145.0043,5,10579
5444,3,0,565000,1,163,38.0,3199,1,2,713,155.0,1980,7,145.16383000000002,4,17055
5072,4,0,1020000,0,196,6.7,3058,2,2,441,255.0,2002,23,144.97256000000002,2,11204
4754,3,0,712000,1,196,13.1,3060,1,2,603,94.3,1960,23,144.97007,2,5070
2085,4,0,3470000,1,135,7.4,3144,3,2,585,248.0,1915,26,145.03799999999998,5,4675
6390,2,0,911000,3,155,5.2,3056,1,1,132,77.0,1905,-1,144.96866,2,11918
1946,5,0,1710000,0,155,4.2,3031,2,2,566,270.0,1890,18,144.933,2,5263
195,3,0,1135000,1,28,5.9,3032,1,1,296,104.0,1910,21,144.9176,6,6567
3614,5,0,1137500,1,260,7.0,3013,3,4,446,244.0,1950,16,144.8692,6,6543
2940,3,0,2000000,1,23,2.6,3121,2,1,217,180.0,1910,31,144.9931,2,14949
2693,2,0,540000,0,260,8.8,3072,1,2,250,97.0,2005,6,145.0237,2,14577
3263,3,0,571500,1,16,13.3,3020,2,2,528,137.0,1990,3,144.8256,6,4217
4708,4,0,1400000,0,255,5.2,3056,1,2,678,177.0,1900,23,144.97214,2,11918
1997,2,2,890000,1,106,5.6,3101,2,1,89,87.0,1965,2,145.0571,5,10331
5343,2,0,617500,1,95,8.4,3072,1,3,155,81.0,1985,6,145.01463999999999,2,14577
75,2,2,525500,1,146,6.4,3078,1,1,88,60.0,1960,6,145.0306,2,2211
1812,2,0,590000,1,146,10.5,3081,1,2,586,80.0,1955,0,145.0486,0,2947
1032,3,0,1370000,1,49,3.4,3068,2,1,176,135.0,1890,31,144.9898,2,2954
2788,2,2,491000,1,127,11.2,3073,1,1,168,93.0,1970,6,145.0001,2,21650
3084,3,0,1810000,1,260,3.3,3141,1,1,211,18.0,1906,26,144.9928,5,14887
2495,3,2,651000,1,155,11.5,3046,2,2,198,113.0,2009,23,144.9169,2,2651
6378,3,0,2730000,1,106,7.9,3103,2,2,679,203.0,1940,-1,145.06978999999998,5,5682
457,3,0,845000,1,196,13.9,3165,2,2,295,145.0,1998,8,145.0781,5,10969
4934,2,2,550000,1,23,7.2,3185,1,1,1172,69.0,1970,8,145.01049,5,4898
704,3,0,825000,1,155,5.2,3056,1,1,210,130.0,1900,23,144.9545,2,11918
3527,2,2,375000,3,251,8.0,3016,1,1,0,49.0,1970,10,144.8924,6,6380
3683,3,0,1435000,1,106,3.5,3121,1,0,182,102.0,1890,31,145.0089,2,438
2220,4,0,2335000,1,111,11.8,3127,2,2,813,170.0,1938,28,145.1065,0,2079
6203,3,0,1470000,3,32,13.8,3165,2,2,616,154.0,1960,-1,145.07121,5,10969
1703,3,0,1050000,1,94,13.7,3188,2,2,357,120.0,1970,1,145.0144,5,5454
4955,5,0,2650000,0,106,16.7,3150,3,2,662,119.0,1960,20,145.15542,0,15321
5547,4,0,1055000,1,196,14.7,3152,2,2,652,203.0,1997,13,145.23244,0,7082
4713,3,0,1570000,1,260,10.1,3163,2,2,602,180.0,1970,8,145.05943,5,7822
4779,3,0,485000,3,28,18.0,3037,2,1,453,153.0,1997,19,144.74999,6,5556
6185,5,0,1310000,1,90,14.7,3152,3,2,818,255.0,1985,13,145.24212,0,7082
1025,2,0,1075000,1,155,3.4,3068,1,1,174,85.0,1890,31,144.9987,2,2954
1470,3,0,1003000,1,153,6.4,3011,1,1,292,98.0,1900,16,144.9051,6,7570
5955,3,0,560000,1,127,16.3,3075,1,2,535,104.0,1970,29,145.02761,2,8279
2959,3,1,1582000,1,106,2.6,3121,3,2,119,184.0,2005,31,144.9984,2,14949
342,5,0,3250000,0,106,9.2,3104,4,2,886,520.0,2013,2,145.0951,5,7809
2159,2,1,429000,1,230,8.7,3032,1,1,83,88.0,1980,16,144.8927,6,4918
886,4,0,2750000,0,192,7.8,3124,3,1,0,257.0,1912,2,145.0649,5,8920
4256,2,2,820000,0,161,5.6,3101,1,1,826,95.0,1960,2,145.0546,5,10331
2662,2,0,1055000,1,23,4.5,3181,1,0,203,85.0,1900,26,145.0053,5,7717
204,2,0,760000,0,155,5.9,3032,1,1,124,77.0,1900,21,144.9285,6,6567
2683,3,0,1220000,1,260,4.5,3181,2,1,112,100.0,1900,26,145.0056,5,7717
1434,4,0,1950000,1,155,3.5,3068,2,2,233,216.0,1890,31,144.9818,2,6244
2492,3,1,770000,1,28,11.5,3046,2,2,272,138.0,2012,23,144.9244,2,2651
2454,3,0,1300000,1,155,5.5,3070,1,1,328,135.0,1920,6,145.0045,2,11364
5057,3,0,2655000,3,94,10.5,3186,2,2,697,183.0,1991,1,145.00281,5,10579
5979,4,0,1390000,1,32,15.5,3167,2,2,558,243.0,2010,20,145.08807,4,3692
2983,4,0,821000,3,155,11.4,3084,1,2,403,148.0,1950,0,145.0633,0,3540
5181,3,2,1080000,1,32,17.3,3193,2,2,328,144.0,1980,1,145.0214,5,2866
2219,3,1,1310000,1,73,11.8,3127,2,2,330,148.0,2001,28,145.107,0,2079
1312,2,2,702500,1,155,8.0,3040,1,1,168,77.0,2008,21,144.9311,6,9264
3680,2,0,1231010,3,106,3.5,3121,1,2,225,119.0,1910,31,145.0125,2,438
5312,3,2,775000,3,106,17.2,3132,1,2,208,110.0,1975,28,145.19971999999999,0,6871
4627,2,2,535000,3,68,3.4,3031,1,1,0,70.0,2011,18,144.93175,2,5263
1419,2,0,800000,4,91,1.6,3065,2,1,64,138.0,1995,31,144.9804,2,5825
1101,4,0,975000,0,197,7.8,3058,2,2,307,203.0,1996,23,144.9602,2,11204
5902,3,0,1050000,0,16,17.9,3192,1,2,539,169.0,1970,12,145.07895,5,9758
5628,3,0,1345000,2,32,13.8,3188,1,1,587,131.0,1950,1,145.03366,5,2356
4595,6,0,1856000,3,16,14.3,3109,3,3,1056,322.0,1970,15,145.15567,0,10999
3308,4,0,2440000,1,135,11.2,3127,3,2,596,264.0,1930,2,145.0927,5,5457
4747,2,2,695500,3,46,7.2,3184,1,1,887,76.0,1973,25,144.98699,5,8989
4855,3,0,1400000,3,111,2.7,3141,1,1,136,132.0,1993,26,144.99781000000002,5,14887
1518,2,2,315000,0,35,6.4,3011,1,1,882,74.0,1970,16,144.893,6,7570
4814,4,0,1138000,2,155,11.2,3046,2,2,697,189.0,1960,23,144.91683,2,2651
917,4,0,1950000,1,155,3.2,3054,2,2,207,162.0,1900,31,144.9748,2,3106
2815,2,2,330000,0,196,11.2,3073,1,1,90,64.0,1970,6,145.0243,2,21650
6222,3,0,790000,1,98,23.0,3136,2,2,659,131.0,1987,-1,145.26256,0,1705
3704,4,1,652500,1,90,9.8,3040,2,1,179,160.0,1995,21,144.8824,6,588
6128,3,0,580500,1,127,16.3,3075,1,1,532,934.0,1980,29,145.02568,2,8279
2824,3,0,703000,1,155,11.2,3073,2,1,597,120.0,1960,6,145.0203,2,21650
1772,1,2,445000,1,23,4.6,3122,1,1,0,52.0,1970,2,145.0269,5,11308
4604,2,0,1350000,4,155,3.6,3068,1,1,184,79.0,1900,31,144.98879,2,6244
6448,4,0,1100000,1,193,18.8,3170,2,2,748,152.0,1996,-1,145.19758000000002,4,7113
2385,4,0,1080000,1,155,11.2,3042,3,2,539,162.0,1976,21,144.8847,6,2291
6818,3,0,1715000,1,161,10.2,3127,1,2,438,151.0,1906,-1,145.09035,5,5457
4993,4,0,1352000,3,140,14.2,3149,3,2,708,150.0,1960,20,145.11049,0,13366
3076,2,2,693000,1,23,3.3,3141,1,1,2122,64.0,1960,26,145.0014,5,14887
4091,5,0,1730000,1,192,11.8,3105,4,4,564,185.0,1955,15,145.0936,0,4480
4341,3,0,708000,1,260,9.9,3044,1,2,321,94.0,1950,23,144.9424,2,7485
550,4,0,645000,3,23,10.8,3019,2,1,283,154.0,1990,16,144.8485,6,3589
6168,3,1,730000,1,222,6.2,3015,2,2,340,135.0,2000,10,144.86683,6,984
3719,3,0,681000,1,260,12.4,3060,2,4,587,153.0,1970,23,144.9605,2,5070
6248,4,0,1900000,4,135,13.8,3188,3,2,699,228.0,1985,-1,145.0145,5,5454
3960,2,0,930000,1,260,2.5,3121,1,1,125,68.0,1900,31,144.99200000000002,2,1123
606,2,2,610000,1,192,11.2,3186,1,1,0,75.0,2005,1,145.0013,5,10579
2641,1,2,400000,4,85,3.8,3207,1,1,0,64.0,2000,18,144.9421,5,8648
4837,2,2,575000,1,23,2.4,3121,1,1,407,66.0,1960,31,144.99398,2,14949
5043,3,0,855000,1,155,3.0,3067,2,1,92,116.0,2004,31,144.99586000000002,2,4019
1610,5,0,810000,1,221,13.0,3046,4,4,695,176.0,1950,23,144.9377,2,8870
504,1,2,380000,1,260,13.9,3165,1,1,0,99.0,1970,8,145.0619,5,10969
5894,2,0,1110000,1,106,5.2,3056,1,0,196,101.0,1922,23,144.97366,2,11918
2384,5,0,1400000,4,155,11.2,3042,2,2,650,290.0,2005,21,144.8875,6,2291
2708,3,0,900000,3,127,8.8,3072,1,1,472,147.0,1965,6,145.0139,2,14577
4547,3,0,1100000,3,85,7.7,3015,1,0,305,115.0,1900,10,144.8893,6,1223
935,1,2,330000,1,260,11.4,3163,1,1,0,33.0,1970,8,145.0533,5,7822
1188,4,0,1462500,1,179,13.9,3108,3,2,654,160.0,1969,15,145.1294,0,9028
3471,4,0,1050000,4,155,13.8,3084,2,2,660,202.0,1977,0,145.0917,0,2698
3516,3,0,1575000,1,85,8.0,3016,2,3,430,215.0,1996,10,144.8939,6,6380
536,4,0,1461400,1,5,13.1,3128,2,2,780,235.0,1927,28,145.1319,0,4605
5284,3,2,1203500,1,196,12.3,3166,2,2,311,127.0,2000,20,145.08141,5,3145
5652,4,0,4050000,1,94,5.9,3144,3,2,787,282.0,1915,26,145.0335,5,4675
474,3,0,780000,0,32,13.9,3165,2,2,421,126.0,1950,8,145.0809,5,10969
5186,3,1,663000,1,104,6.4,3012,2,2,244,129.0,2010,10,144.84904,6,962
1756,4,0,3225000,1,106,4.6,3122,2,2,665,220.0,1890,2,145.0175,5,11308
1829,3,0,646250,1,196,9.4,3081,1,2,616,18.0,1965,0,145.0389,0,2674
6500,3,1,1280000,3,32,13.8,3165,2,2,335,239.0,2013,-1,145.0816,5,10969
5489,5,0,598000,1,196,17.9,3082,3,1,531,122.0,1990,29,145.05438999999998,2,10529
1468,2,2,420500,1,106,4.4,3031,1,1,0,52.0,1970,21,144.93200000000002,2,3593
3376,4,0,1650000,0,106,13.8,3107,2,2,673,280.0,2005,15,145.1186,0,5420
2401,3,0,1325000,1,155,2.3,3051,2,1,97,139.0,2011,18,144.94899999999998,2,6821
3053,2,2,535000,1,260,3.3,3141,1,1,0,64.0,1970,26,144.9918,5,14887
797,2,0,440000,0,106,5.9,3055,1,1,0,62.0,1960,23,144.9354,2,7082
4969,4,1,828000,1,146,8.9,3084,2,2,264,140.0,2000,0,145.08082,0,2890
3415,2,2,486000,1,155,6.5,3071,1,1,0,66.0,1960,6,145.0055,2,8870
1905,3,2,580000,1,204,12.8,3033,2,2,112,138.0,2013,21,144.881,6,5629
59,2,0,1322500,1,85,3.3,3206,1,0,149,98.0,1890,25,144.9481,5,3280
6789,3,0,1028800,1,106,14.2,3149,2,1,470,118.0,1960,-1,145.13545,0,13366
6200,2,2,600000,4,32,6.4,3183,1,1,2283,85.0,1980,-1,144.99898000000002,5,2952
4142,5,0,1790000,1,106,7.8,3058,3,2,635,108.0,1920,23,144.9593,2,11204
5812,4,0,1425000,1,106,6.2,3039,2,2,388,151.0,1890,21,144.91103,6,6232
2275,3,0,1725000,0,155,6.9,3039,2,3,596,203.0,1950,21,144.905,6,6232
6348,3,0,1110000,1,32,15.5,3167,1,2,704,120.0,1970,-1,145.08383,4,3692
2861,3,0,718500,1,155,11.2,3073,1,6,807,133.0,1975,6,144.9864,2,21650
2056,3,0,673000,3,23,9.2,3012,1,2,285,107.0,1910,16,144.8678,6,3873
4578,3,0,518500,1,257,14.0,3047,1,0,576,110.0,1999,11,144.93143999999998,2,4294
5260,3,0,922000,1,70,11.2,3046,1,1,584,153.0,1960,23,144.9215,2,8870
3483,2,0,662000,1,29,14.9,3087,1,2,605,114.0,1960,0,145.088,2,2329
510,2,2,715000,1,260,13.9,3165,1,1,194,114.0,1995,8,145.0598,5,10969
1916,3,0,785000,1,16,12.8,3033,1,2,606,141.0,1965,21,144.8663,6,5629
4346,3,0,1400000,1,135,3.8,3207,3,0,92,105.0,1910,25,144.9463,5,8648
4292,2,0,970000,1,155,6.9,3039,1,2,272,85.0,1900,21,144.9073,6,6232
6315,3,0,1010000,1,196,38.0,3199,2,2,306,125.0,1970,-1,145.12142,4,17055
3338,3,1,865000,1,161,11.2,3127,1,1,217,101.0,1970,28,145.1032,5,5457
215,3,0,1337000,1,32,11.0,3147,1,2,583,112.0,1950,2,145.0786,5,3052
3365,3,0,1210000,0,16,13.8,3107,1,1,794,134.0,1960,15,145.1179,0,5420
5625,3,0,770000,0,16,11.2,3046,1,2,604,132.0,1960,23,144.90441,2,8870
3268,4,0,735000,1,67,13.3,3020,2,5,635,201.0,1975,3,144.8351,6,4217
3564,3,0,753000,1,16,15.0,3085,2,1,536,154.0,1975,0,145.1045,2,1369
5125,5,0,1750000,1,87,12.3,3166,2,2,546,313.0,1935,20,145.08893999999998,5,3224
4942,2,2,580000,1,16,7.5,3040,1,1,921,84.0,1970,21,144.90668,6,9264
5796,3,0,1080000,1,135,5.4,3101,2,2,151,103.0,1960,2,145.05572,5,10331
6627,3,0,632000,1,87,14.8,3023,1,1,562,118.0,1960,-1,144.77381,6,6388
1119,3,0,860000,1,155,9.2,3058,1,3,586,145.0,1950,23,144.9659,2,3445
